C01 TITLE: ethane event sampling data 
C02 FILE NAME: mlo519n00.noaa.as.fl.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 953
C05 HEADER LINES: 40
C06 DATA VERSION: 201512
C07 STATION NAME: Mauna Loa 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 19.539
C13 LONGITUDE: -155.578
C14 ALTITUDE: 3397
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: detlev.helmig@colorado.edu jacques.hueber@colorado.edu
C18 PARAMETER: ethane
C19 COVERING PERIOD: 2005-05-11 2015-06-30
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: pmol/mol
C22 MEASUREMENT METHOD: Gas Chromatography (FID)
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: 
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: NOAA Earth System Research Laboratory, Global
C37 # collaborator_name: Monitoring Division [NOAA ESRL GMD]
C38 # collaborator_url: http://www.esrl.noaa.gov/gmd
C39 # comment: 
C40   DATE  TIME       DATE  TIME           ethane    ND      SD     F CS       REM
2005-05-11 19:56 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   3115-99
2005-05-11 19:56 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   3116-99
2005-06-01 20:09 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   2211-99
2005-06-01 20:09 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   2212-99
2005-06-01 20:09 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   3209-99
2005-06-01 20:09 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   3210-99
2005-06-08 19:56 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   3155-99
2005-06-08 19:56 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   3156-99
2005-07-06 19:58 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   4125-99
2005-07-06 19:58 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   4126-99
