C01 TITLE: ethane event sampling data 
C02 FILE NAME: rig646n00.empa.as.cn.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 11602
C05 HEADER LINES: 32
C06 DATA VERSION: 201411
C07 STATION NAME: Rigi 
C08 STATION CATEGORY: Regional
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: Switzerland
C11 CONTRIBUTOR: Empa
C12 LATITUDE: 46.07
C13 LONGITUDE: 8.45
C14 ALTITUDE: 1031
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 5
C17 CONTACT POINT: thomas.seitz@empa.ch
C18 PARAMETER: ethane
C19 COVERING PERIOD: 2012-01-17 2014-12-31
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: Gas Chromatography (FID)
C23 SAMPLING TYPE: continuous
C24 TIME ZONE: Local time UTC+1
C25 MEASUREMENT SCALE: NPL-30 VOC component mixture in the range of ~4 ppb
C26 CREDIT FOR USE: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME           ethane    ND      SD     F CS       REM
2012-01-17 17:00 2012-01-17 17:40            1.805 -9999 -99999. -9999  0 -99999999
2012-01-17 19:00 2012-01-17 19:40            1.813 -9999 -99999. -9999  0 -99999999
2012-01-17 21:00 2012-01-17 21:40            1.470 -9999 -99999. -9999  0 -99999999
2012-01-17 23:00 2012-01-17 23:40            1.438 -9999 -99999. -9999  0 -99999999
2012-01-18 01:00 2012-01-18 01:40            1.412 -9999 -99999. -9999  0 -99999999
2012-01-18 03:00 2012-01-18 03:40            1.338 -9999 -99999. -9999  0 -99999999
2012-01-18 05:00 2012-01-18 05:40            1.298 -9999 -99999. -9999  0 -99999999
2012-01-18 07:00 2012-01-18 07:40            1.286 -9999 -99999. -9999  0 -99999999
2012-01-18 09:00 2012-01-18 09:40            1.128 -9999 -99999. -9999  0 -99999999
2012-01-18 11:00 2012-01-18 11:40            1.085 -9999 -99999. -9999  0 -99999999
2012-01-18 13:00 2012-01-18 13:40            1.046 -9999 -99999. -9999  0 -99999999
2012-01-18 15:00 2012-01-18 15:40            1.341 -9999 -99999. -9999  0 -99999999
2012-01-18 17:00 2012-01-18 17:40            1.187 -9999 -99999. -9999  0 -99999999
2012-01-18 19:00 2012-01-18 19:40            1.124 -9999 -99999. -9999  0 -99999999
2012-01-18 21:00 2012-01-18 21:40            1.185 -9999 -99999. -9999  0 -99999999
2012-01-18 23:00 2012-01-18 23:40            1.138 -9999 -99999. -9999  0 -99999999
2012-01-19 01:00 2012-01-19 01:40            1.129 -9999 -99999. -9999  0 -99999999
2012-01-19 03:00 2012-01-19 03:40            1.101 -9999 -99999. -9999  0 -99999999
2012-01-19 05:00 2012-01-19 05:40            1.153 -9999 -99999. -9999  0 -99999999
2012-01-19 07:00 2012-01-19 07:40            1.093 -9999 -99999. -9999  0 -99999999
2012-01-19 09:00 2012-01-19 09:40            1.173 -9999 -99999. -9999  0 -99999999
2012-01-19 11:00 2012-01-19 11:40            1.421 -9999 -99999. -9999  0 -99999999
2012-01-19 13:00 2012-01-19 13:40            1.616 -9999 -99999. -9999  0 -99999999
2012-01-19 15:00 2012-01-19 15:40            1.443 -9999 -99999. -9999  0 -99999999
2012-01-19 17:00 2012-01-19 17:40            1.401 -9999 -99999. -9999  0 -99999999
2012-01-19 19:00 2012-01-19 19:40            1.475 -9999 -99999. -9999  0 -99999999
2012-01-19 21:00 2012-01-19 21:40            1.415 -9999 -99999. -9999  0 -99999999
2012-01-19 23:00 2012-01-19 23:40            1.401 -9999 -99999. -9999  0 -99999999
2012-01-20 01:00 2012-01-20 01:40            1.545 -9999 -99999. -9999  0 -99999999
2012-01-20 03:00 2012-01-20 03:40            1.575 -9999 -99999. -9999  0 -99999999
2012-01-20 05:00 2012-01-20 05:40            1.610 -9999 -99999. -9999  0 -99999999
2012-01-20 07:00 2012-01-20 07:40            1.731 -9999 -99999. -9999  0 -99999999
2012-01-20 13:10 2012-01-20 13:50            2.213 -9999 -99999. -9999  0 -99999999
2012-01-20 15:10 2012-01-20 15:50            2.235 -9999 -99999. -9999  0 -99999999
2012-01-20 17:10 2012-01-20 17:50            2.181 -9999 -99999. -9999  0 -99999999
2012-01-20 19:10 2012-01-20 19:50            2.442 -9999 -99999. -9999  0 -99999999
2012-01-20 21:10 2012-01-20 21:50            2.400 -9999 -99999. -9999  0 -99999999
2012-01-20 23:10 2012-01-20 23:50            2.448 -9999 -99999. -9999  0 -99999999
2012-01-21 01:10 2012-01-21 01:50            2.488 -9999 -99999. -9999  0 -99999999
2012-01-21 03:10 2012-01-21 03:50            2.484 -9999 -99999. -9999  0 -99999999
2012-01-21 05:10 2012-01-21 05:50            2.414 -9999 -99999. -9999  0 -99999999
2012-01-21 07:10 2012-01-21 07:50            2.269 -9999 -99999. -9999  0 -99999999
2012-01-21 09:10 2012-01-21 09:50            2.148 -9999 -99999. -9999  0 -99999999
2012-01-21 11:10 2012-01-21 11:50            2.092 -9999 -99999. -9999  0 -99999999
2012-01-21 13:10 2012-01-21 13:50            1.734 -9999 -99999. -9999  0 -99999999
2012-01-21 15:10 2012-01-21 15:50            1.672 -9999 -99999. -9999  0 -99999999
2012-01-21 17:10 2012-01-21 17:50            1.704 -9999 -99999. -9999  0 -99999999
2012-01-21 19:10 2012-01-21 19:50            1.659 -9999 -99999. -9999  0 -99999999
2012-01-21 21:10 2012-01-21 21:50            1.806 -9999 -99999. -9999  0 -99999999
2012-01-21 23:10 2012-01-21 23:50            1.705 -9999 -99999. -9999  0 -99999999
2012-01-22 01:10 2012-01-22 01:50            1.681 -9999 -99999. -9999  0 -99999999
2012-01-22 03:10 2012-01-22 03:50            1.702 -9999 -99999. -9999  0 -99999999
2012-01-22 05:10 2012-01-22 05:50            1.799 -9999 -99999. -9999  0 -99999999
2012-01-22 07:10 2012-01-22 07:50            1.916 -9999 -99999. -9999  0 -99999999
2012-01-22 09:10 2012-01-22 09:50            1.949 -9999 -99999. -9999  0 -99999999
2012-01-22 11:10 2012-01-22 11:50            1.957 -9999 -99999. -9999  0 -99999999
2012-01-22 13:10 2012-01-22 13:50            1.897 -9999 -99999. -9999  0 -99999999
2012-01-22 15:10 2012-01-22 15:50            1.948 -9999 -99999. -9999  0 -99999999
2012-01-22 17:10 2012-01-22 17:50            1.932 -9999 -99999. -9999  0 -99999999
2012-01-22 19:10 2012-01-22 19:50            2.003 -9999 -99999. -9999  0 -99999999
