C01 TITLE: ethane event sampling data 
C02 FILE NAME: spo789s00.noaa.as.fl.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 968
C05 HEADER LINES: 38
C06 DATA VERSION: 201512
C07 STATION NAME: South Pole 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: -89.98
C13 LONGITUDE: -24.8
C14 ALTITUDE: 2810
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: detlev.helmig@colorado.edu jacques.hueber@colorado.edu
C18 PARAMETER: ethane
C19 COVERING PERIOD: 2005-01-28 2015-02-08
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: pmol/mol
C22 MEASUREMENT METHOD: Gas Chromatography (FID)
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: 
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: National Science Foundation [NSF]
C37 # comment: 
C38   DATE  TIME       DATE  TIME           ethane    ND      SD     F CS       REM
2005-01-28 06:25 9999-99-99 99:99          148.529 -9999 -99999.   P..  0   3479-99
2005-01-28 06:25 9999-99-99 99:99          189.095 -9999 -99999.   P..  0   3480-99
2005-02-11 03:41 9999-99-99 99:99           70.798 -9999 -99999.   ...  0   1339-99
2005-02-11 03:41 9999-99-99 99:99           71.534 -9999 -99999.   ...  0   1340-99
2005-02-15 22:15 9999-99-99 99:99          223.193 -9999 -99999.   .X.  0   3723-99
2005-02-15 22:15 9999-99-99 99:99          172.983 -9999 -99999.   ...  0   3724-99
2005-02-17 22:31 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    135-99
2005-02-17 22:31 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    136-99
2005-02-24 21:31 9999-99-99 99:99          115.525 -9999 -99999.   P..  0   2795-99
2005-02-24 21:31 9999-99-99 99:99          162.626 -9999 -99999.   P..  0   2796-99
2005-03-01 02:14 9999-99-99 99:99          140.483 -9999 -99999.   ...  0   1753-99
2005-03-01 02:14 9999-99-99 99:99          169.559 -9999 -99999.   ...  0   1754-99
2005-03-04 01:43 9999-99-99 99:99          195.630 -9999 -99999.   ...  0   3084-99
2005-03-11 02:20 9999-99-99 99:99           85.924 -9999 -99999.   ...  0   2977-99
2005-03-11 02:20 9999-99-99 99:99           95.315 -9999 -99999.   ...  0   2978-99
2005-03-15 03:10 9999-99-99 99:99          118.959 -9999 -99999.   ...  0   6045-66
2005-03-15 03:10 9999-99-99 99:99          149.796 -9999 -99999.   ...  0   6046-66
2005-03-18 03:10 9999-99-99 99:99           93.592 -9999 -99999.   ...  0   6407-66
2005-03-18 03:10 9999-99-99 99:99          131.765 -9999 -99999.   ...  0   6408-66
2005-03-25 03:36 9999-99-99 99:99          117.262 -9999 -99999.   ...  0   1577-99
2005-03-25 03:36 9999-99-99 99:99          144.977 -9999 -99999.   ...  0   1578-99
2005-04-01 07:13 9999-99-99 99:99          109.538 -9999 -99999.   ...  0   2695-99
2005-04-01 07:13 9999-99-99 99:99          117.080 -9999 -99999.   ...  0   2696-99
2005-04-08 02:21 9999-99-99 99:99          168.710 -9999 -99999.   ...  0   6559-66
2005-04-08 02:21 9999-99-99 99:99          157.262 -9999 -99999.   ...  0   6560-66
2005-04-15 22:09 9999-99-99 99:99          100.837 -9999 -99999.   ...  0   6193-66
2005-04-15 22:09 9999-99-99 99:99          124.050 -9999 -99999.   ...  0   6194-66
2005-04-23 03:42 9999-99-99 99:99          197.330 -9999 -99999.   ...  0   2589-99
2005-04-23 03:42 9999-99-99 99:99          199.344 -9999 -99999.   ...  0   2590-99
2005-04-29 05:17 9999-99-99 99:99          116.555 -9999 -99999.   ...  0   2411-99
2005-04-29 05:17 9999-99-99 99:99          112.542 -9999 -99999.   ...  0   2412-99
2005-05-02 03:12 9999-99-99 99:99          137.466 -9999 -99999.   P..  0   3135-99
2005-05-02 03:12 9999-99-99 99:99          328.597 -9999 -99999.   P..  0   3136-99
2005-05-06 02:20 9999-99-99 99:99          191.357 -9999 -99999.   ...  0   3553-99
2005-05-06 02:20 9999-99-99 99:99          200.045 -9999 -99999.   ...  0   3554-99
2005-05-13 23:59 9999-99-99 99:99          137.668 -9999 -99999.   P..  0   3037-99
2005-05-13 23:59 9999-99-99 99:99          186.408 -9999 -99999.   P..  0   3038-99
2005-05-16 04:10 9999-99-99 99:99          205.567 -9999 -99999.   P..  0   3013-99
2005-05-16 04:10 9999-99-99 99:99          144.979 -9999 -99999.   P..  0   3014-99
2005-05-20 03:33 9999-99-99 99:99           91.765 -9999 -99999.   P..  0   6195-66
2005-05-20 03:33 9999-99-99 99:99          158.845 -9999 -99999.   P..  0   6196-66
2005-05-27 04:24 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   6047-66
2005-05-27 04:24 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   6048-66
2005-06-10 23:12 9999-99-99 99:99          202.149 -9999 -99999.   ...  0     17-99
2005-06-10 23:12 9999-99-99 99:99          270.339 -9999 -99999.   ...  0     18-99
2005-06-15 22:13 9999-99-99 99:99          210.798 -9999 -99999.   ...  0   3971-99
2005-06-15 22:13 9999-99-99 99:99          250.924 -9999 -99999.   ...  0   3972-99
2005-06-18 03:30 9999-99-99 99:99          195.656 -9999 -99999.   ...  0   3973-99
2005-06-18 03:30 9999-99-99 99:99          186.450 -9999 -99999.   ...  0   3974-99
2005-06-26 02:40 9999-99-99 99:99          110.769 -9999 -99999.   .X.  0   3427-99
2005-06-26 02:40 9999-99-99 99:99         1191.719 -9999 -99999.   .X.  0   3427-99
2005-06-26 02:40 9999-99-99 99:99           79.321 -9999 -99999.   .X.  0   3428-99
2005-06-26 02:40 9999-99-99 99:99         1140.543 -9999 -99999.   .X.  0   3428-99
2005-06-30 22:11 9999-99-99 99:99          257.421 -9999 -99999.   P..  0   6681-66
2005-06-30 22:11 9999-99-99 99:99          177.330 -9999 -99999.   P..  0   6682-66
2005-07-05 00:29 9999-99-99 99:99          225.407 -9999 -99999.   ...  0   3299-99
2005-07-05 00:29 9999-99-99 99:99          291.787 -9999 -99999.   ...  0   3300-99
2005-07-10 02:28 9999-99-99 99:99          229.480 -9999 -99999.   ...  0   3981-99
2005-07-10 02:28 9999-99-99 99:99          183.077 -9999 -99999.   ...  0   3982-99
2005-07-15 02:10 9999-99-99 99:99          166.807 -9999 -99999.   ...  0   3141-99
2005-07-15 02:10 9999-99-99 99:99          175.777 -9999 -99999.   ...  0   3142-99
2005-07-22 08:16 9999-99-99 99:99          242.584 -9999 -99999.   ...  0   6313-66
2005-07-22 08:16 9999-99-99 99:99         1869.159 -9999 -99999.   .X.  0   6313-66
2005-07-22 08:16 9999-99-99 99:99          291.702 -9999 -99999.   ...  0   6314-66
2005-07-22 08:16 9999-99-99 99:99         1798.235 -9999 -99999.   .X.  0   6314-66
2005-07-29 04:13 9999-99-99 99:99          246.471 -9999 -99999.   ...  0   1273-99
2005-07-29 04:13 9999-99-99 99:99          211.448 -9999 -99999.   ...  0   1274-99
2005-08-02 21:11 9999-99-99 99:99          248.801 -9999 -99999.   ...  0   1035-99
2005-08-02 21:11 9999-99-99 99:99          555.995 -9999 -99999.   .X.  0   1036-99
2005-08-02 21:11 9999-99-99 99:99          209.819 -9999 -99999.   ...  0   1036-99
2005-08-12 03:23 9999-99-99 99:99          184.475 -9999 -99999.   ...  0   2829-99
2005-08-12 03:23 9999-99-99 99:99          196.303 -9999 -99999.   ...  0   2830-99
2005-08-15 22:10 9999-99-99 99:99          123.424 -9999 -99999.   ...  0   2359-99
2005-08-15 22:10 9999-99-99 99:99          110.252 -9999 -99999.   ...  0   2360-99
2005-08-26 03:18 9999-99-99 99:99           91.029 -9999 -99999.   ...  0   3177-99
2005-08-26 03:18 9999-99-99 99:99          120.357 -9999 -99999.   ...  0   3178-99
2005-09-09 23:33 9999-99-99 99:99          156.261 -9999 -99999.   ...  0   2295-99
2005-09-09 23:33 9999-99-99 99:99          188.697 -9999 -99999.   ...  0   2296-99
2005-09-23 02:50 9999-99-99 99:99          241.765 -9999 -99999.   ...  0   1789-99
2005-09-23 02:50 9999-99-99 99:99          176.786 -9999 -99999.   ...  0   1790-99
2005-10-02 21:11 9999-99-99 99:99          192.080 -9999 -99999.   ...  0     81-99
2005-10-02 21:11 9999-99-99 99:99          195.063 -9999 -99999.   ...  0     82-99
2005-10-19 01:11 9999-99-99 99:99          288.403 -9999 -99999.   P..  0   2697-99
2005-10-19 01:11 9999-99-99 99:99          196.408 -9999 -99999.   P..  0   2698-99
2005-10-22 03:24 9999-99-99 99:99          221.765 -9999 -99999.   ...  0   1171-99
2005-10-22 03:24 9999-99-99 99:99          210.317 -9999 -99999.   ...  0   1172-99
2005-10-28 02:25 9999-99-99 99:99          143.508 -9999 -99999.   ...  0   2773-99
2005-10-28 02:25 9999-99-99 99:99          163.950 -9999 -99999.   ...  0   2774-99
2005-11-01 21:15 9999-99-99 99:99          184.937 -9999 -99999.   ...  0   2523-99
2005-11-01 21:15 9999-99-99 99:99          192.542 -9999 -99999.   ...  0   2524-99
2005-11-06 03:50 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1625-99
2005-11-06 03:50 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1626-99
2005-11-11 04:48 9999-99-99 99:99          159.790 -9999 -99999.   ...  0   2003-99
2005-11-11 04:48 9999-99-99 99:99          170.231 -9999 -99999.   ...  0   2004-99
2005-11-15 01:10 9999-99-99 99:99          272.591 -9999 -99999.   ...  0   3735-99
2005-11-15 01:10 9999-99-99 99:99          273.704 -9999 -99999.   ...  0   3736-99
2005-11-21 20:10 9999-99-99 99:99          236.357 -9999 -99999.   ...  0    719-99
2005-11-21 20:10 9999-99-99 99:99          256.662 -9999 -99999.   ...  0    720-99
2005-11-27 03:06 9999-99-99 99:99          232.185 -9999 -99999.   ...  0   4215-99
2005-11-27 03:06 9999-99-99 99:99          232.185 -9999 -99999.   ...  0   4215-99
2005-11-27 03:06 9999-99-99 99:99          254.202 -9999 -99999.   ...  0   4216-99
2005-11-27 03:06 9999-99-99 99:99          254.202 -9999 -99999.   ...  0   4216-99
2005-12-01 01:09 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0     83-99
2005-12-01 01:09 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0     84-99
2005-12-04 06:21 9999-99-99 99:99          313.416 -9999 -99999.   .X.  0   2941-99
2005-12-04 06:21 9999-99-99 99:99          292.489 -9999 -99999.   ...  0   2942-99
2005-12-08 18:38 9999-99-99 99:99          209.937 -9999 -99999.   ...  0   4217-99
2005-12-08 18:38 9999-99-99 99:99          209.937 -9999 -99999.   ...  0   4217-99
2005-12-08 18:38 9999-99-99 99:99          197.815 -9999 -99999.   ...  0   4218-99
2005-12-08 18:38 9999-99-99 99:99          197.815 -9999 -99999.   ...  0   4218-99
2005-12-16 04:08 9999-99-99 99:99          340.525 -9999 -99999.   .X.  0   4269-99
2005-12-16 04:08 9999-99-99 99:99          320.756 -9999 -99999.   .X.  0   4270-99
2005-12-22 04:28 9999-99-99 99:99          163.382 -9999 -99999.   ...  0   4253-99
2005-12-22 04:28 9999-99-99 99:99          176.555 -9999 -99999.   ...  0   4254-99
2006-01-08 07:47 9999-99-99 99:99           76.050 -9999 -99999.   P..  0   4293-99
2006-01-08 07:47 9999-99-99 99:99           46.197 -9999 -99999.   P..  0   4294-99
2006-01-26 02:06 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   4281-99
2006-01-26 02:06 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   4282-99
2006-02-15 03:09 9999-99-99 99:99          464.861 -9999 -99999.   P..  0   1661-99
2006-02-15 03:09 9999-99-99 99:99          142.895 -9999 -99999.   P..  0   1662-99
2006-02-22 02:11 9999-99-99 99:99          108.213 -9999 -99999.   ...  0   3869-99
2006-02-22 02:11 9999-99-99 99:99           79.501 -9999 -99999.   ...  0   3870-99
2006-03-01 00:08 9999-99-99 99:99          145.180 -9999 -99999.   ...  0   1471-99
2006-03-01 00:08 9999-99-99 99:99          124.931 -9999 -99999.   ...  0   1472-99
2006-03-08 00:32 9999-99-99 99:99          373.901 -9999 -99999.   P..  0   1227-99
2006-03-08 00:32 9999-99-99 99:99          134.690 -9999 -99999.   P..  0   1228-99
2006-03-15 01:06 9999-99-99 99:99          133.920 -9999 -99999.   P..  0    335-99
2006-03-15 01:06 9999-99-99 99:99           59.114 -9999 -99999.   P..  0    336-99
2006-03-22 01:24 9999-99-99 99:99          348.676 -9999 -99999.   P..  0   1723-99
2006-03-22 01:24 9999-99-99 99:99          158.746 -9999 -99999.   P..  0   1724-99
2006-03-29 00:55 9999-99-99 99:99          132.812 -9999 -99999.   P..  0    397-99
2006-03-29 00:55 9999-99-99 99:99          190.637 -9999 -99999.   P..  0    398-99
2006-04-03 21:10 9999-99-99 99:99          108.172 -9999 -99999.   P..  0   1187-99
2006-04-03 21:10 9999-99-99 99:99          209.197 -9999 -99999.   P..  0   1188-99
2006-04-09 23:38 9999-99-99 99:99          143.823 -9999 -99999.   P..  0   3741-99
2006-04-09 23:38 9999-99-99 99:99          232.881 -9999 -99999.   P..  0   3742-99
2006-04-15 00:07 9999-99-99 99:99          129.501 -9999 -99999.   ...  0   1000-99
2006-04-15 00:07 9999-99-99 99:99          113.075 -9999 -99999.   ...  0    999-99
2006-04-19 21:20 9999-99-99 99:99          227.064 -9999 -99999.   .X.  0   1927-99
2006-04-19 21:20 9999-99-99 99:99          239.640 -9999 -99999.   .X.  0   1928-99
2006-04-26 21:52 9999-99-99 99:99          243.850 -9999 -99999.   P..  0   4255-99
2006-04-26 21:52 9999-99-99 99:99          110.969 -9999 -99999.   P..  0   4256-99
2006-05-01 21:11 9999-99-99 99:99           89.070 -9999 -99999.   ...  0   4245-99
2006-05-01 21:11 9999-99-99 99:99 -99999999999.999 -9999 -99999.   *..  0   4246-99
2006-05-08 00:14 9999-99-99 99:99          119.280 -9999 -99999.   ...  0   3269-99
2006-05-08 00:14 9999-99-99 99:99          157.202 -9999 -99999.   ...  0   3270-99
2006-05-15 00:13 9999-99-99 99:99          110.042 -9999 -99999.   ...  0   4259-99
2006-05-15 00:13 9999-99-99 99:99          126.690 -9999 -99999.   ...  0   4260-99
2006-05-23 00:17 9999-99-99 99:99          301.634 -9999 -99999.   P..  0   4275-99
2006-05-23 00:17 9999-99-99 99:99          410.113 -9999 -99999.   P..  0   4276-99
2006-06-01 01:11 9999-99-99 99:99          165.563 -9999 -99999.   ...  0   4277-99
2006-06-01 01:11 9999-99-99 99:99          140.916 -9999 -99999.   ...  0   4278-99
2006-06-15 02:11 9999-99-99 99:99          188.324 -9999 -99999.   ...  0   4267-99
2006-06-15 02:11 9999-99-99 99:99          210.859 -9999 -99999.   ...  0   4268-99
2006-06-22 23:40 9999-99-99 99:99           87.161 -9999 -99999.   ...  0   2753-99
2006-06-22 23:40 9999-99-99 99:99          110.097 -9999 -99999.   ...  0   2754-99
2006-07-01 01:11 9999-99-99 99:99          141.884 -9999 -99999.   ...  0   2351-99
2006-07-01 01:11 9999-99-99 99:99          152.285 -9999 -99999.   ...  0   2352-99
2006-07-08 00:55 9999-99-99 99:99          107.239 -9999 -99999.   P..  0   3319-99
2006-07-08 00:55 9999-99-99 99:99          164.084 -9999 -99999.   P..  0   3320-99
2006-07-15 04:11 9999-99-99 99:99          107.368 -9999 -99999.   P..  0   1439-99
2006-07-15 04:11 9999-99-99 99:99          155.859 -9999 -99999.   P..  0   1440-99
2006-07-20 02:31 9999-99-99 99:99          145.225 -9999 -99999.   ...  0   4303-99
2006-07-20 02:31 9999-99-99 99:99          135.084 -9999 -99999.   ...  0   4304-99
2006-07-26 00:47 9999-99-99 99:99          178.961 -9999 -99999.   ...  0   2467-99
2006-07-26 00:47 9999-99-99 99:99          193.269 -9999 -99999.   ...  0   2468-99
2006-08-01 04:12 9999-99-99 99:99          262.022 -9999 -99999.   ...  0   3931-99
2006-08-01 04:12 9999-99-99 99:99          297.285 -9999 -99999.   .X.  0   3932-99
2006-08-09 04:21 9999-99-99 99:99          228.873 -9999 -99999.   P..  0   1013-99
2006-08-09 04:21 9999-99-99 99:99          375.366 -9999 -99999.   P..  0   1014-99
2006-08-15 01:12 9999-99-99 99:99          184.086 -9999 -99999.   ...  0   4241-99
2006-08-15 01:12 9999-99-99 99:99          222.548 -9999 -99999.   ...  0   4242-99
2006-08-25 01:52 9999-99-99 99:99          173.718 -9999 -99999.   ...  0   1029-99
2006-08-25 01:52 9999-99-99 99:99          195.056 -9999 -99999.   ...  0   1030-99
2006-09-01 02:11 9999-99-99 99:99 -99999999999.999 -9999 -99999.   *..  0   1009-99
2006-09-01 02:11 9999-99-99 99:99          193.601 -9999 -99999.   ...  0   1010-99
2006-09-08 02:01 9999-99-99 99:99          239.044 -9999 -99999.   ...  0   1955-99
2006-09-08 02:01 9999-99-99 99:99          303.144 -9999 -99999.   ...  0   1956-99
2006-09-19 01:11 9999-99-99 99:99          302.380 -9999 -99999.   P..  0   4205-99
2006-09-19 01:11 9999-99-99 99:99          205.535 -9999 -99999.   P..  0   4206-99
2006-09-25 15:29 9999-99-99 99:99          225.069 -9999 -99999.   ...  0   4226-99
2006-10-01 14:11 9999-99-99 99:99          289.930 -9999 -99999.   P..  0   4219-99
2006-10-01 14:11 9999-99-99 99:99          373.761 -9999 -99999.   P..  0   4220-99
2006-10-08 13:31 9999-99-99 99:99          156.898 -9999 -99999.   ...  0   2397-99
2006-10-08 13:31 9999-99-99 99:99          163.546 -9999 -99999.   ...  0   2398-99
2006-10-15 14:42 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3831-99
2006-10-15 14:42 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3832-99
2006-10-17 15:14 9999-99-99 99:99          174.668 -9999 -99999.   ...  0    921-99
2006-10-17 15:14 9999-99-99 99:99          144.377 -9999 -99999.   ...  0    922-99
2006-10-24 13:45 9999-99-99 99:99          196.399 -9999 -99999.   ...  0   1923-99
2006-10-24 13:45 9999-99-99 99:99          241.814 -9999 -99999.   ...  0   1924-99
2006-11-05 15:13 9999-99-99 99:99          136.648 -9999 -99999.   P..  0   2053-99
2006-11-05 15:13 9999-99-99 99:99          191.981 -9999 -99999.   P..  0   2054-99
2006-11-12 19:46 9999-99-99 99:99          173.823 -9999 -99999.   ...  0   2283-99
2006-11-12 19:46 9999-99-99 99:99          134.612 -9999 -99999.   ...  0   2284-99
2006-11-15 02:15 9999-99-99 99:99          302.452 -9999 -99999.   P..  0   2267-99
2006-11-15 02:15 9999-99-99 99:99          117.881 -9999 -99999.   P..  0   2268-99
2006-11-22 22:21 9999-99-99 99:99          205.013 -9999 -99999.   ...  0    749-99
2006-11-22 22:21 9999-99-99 99:99          222.679 -9999 -99999.   ...  0    750-99
2006-12-01 00:21 9999-99-99 99:99          223.554 -9999 -99999.   ...  0   4243-99
2006-12-01 00:21 9999-99-99 99:99          217.600 -9999 -99999.   ...  0   4244-99
2006-12-18 03:11 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3995-99
2006-12-18 03:11 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3996-99
2007-01-01 22:12 9999-99-99 99:99 -99999999999.999 -9999 -99999.   D..  0   3051-99
2007-01-01 22:12 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3052-99
2007-01-09 20:26 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2057-99
2007-01-09 20:26 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2058-99
2007-01-15 22:37 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1657-99
2007-01-15 22:37 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1658-99
2007-01-24 05:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    835-99
2007-01-24 05:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    836-99
2007-02-01 04:12 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2797-99
2007-02-01 04:12 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2798-99
2007-02-08 20:20 9999-99-99 99:99          176.959 -9999 -99999.   P.C  0   2627-99
2007-02-08 20:20 9999-99-99 99:99          127.452 -9999 -99999.   P.C  0   2628-99
2007-02-15 20:12 9999-99-99 99:99          223.006 -9999 -99999.   P.C  0    385-99
2007-02-15 20:12 9999-99-99 99:99          122.684 -9999 -99999.   P.C  0    386-99
2007-02-25 00:09 9999-99-99 99:99          121.544 -9999 -99999.   ..C  0   4151-99
2007-02-25 00:09 9999-99-99 99:99          134.998 -9999 -99999.   ..C  0   4152-99
2007-03-01 01:11 9999-99-99 99:99          164.893 -9999 -99999.   ..C  0    323-99
2007-03-01 01:11 9999-99-99 99:99          216.683 -9999 -99999.   ..C  0    324-99
2007-03-08 05:00 9999-99-99 99:99          131.135 -9999 -99999.   ..C  0     27-99
2007-03-08 05:00 9999-99-99 99:99          126.820 -9999 -99999.   ..C  0     28-99
2007-03-24 04:12 9999-99-99 99:99          262.477 -9999 -99999.   P.C  0   1469-99
