C01 TITLE: ethane event sampling data 
C02 FILE NAME: sey104s00.noaa.as.fl.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 884
C05 HEADER LINES: 39
C06 DATA VERSION: 201512
C07 STATION NAME: Mahe Island 
C08 STATION CATEGORY: Regional
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: Seychelles
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: -4.67
C13 LONGITUDE: 55.17
C14 ALTITUDE: 7
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: detlev.helmig@colorado.edu jacques.hueber@colorado.edu
C18 PARAMETER: ethane
C19 COVERING PERIOD: 2005-02-11 2015-05-29
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: pmol/mol
C22 MEASUREMENT METHOD: Gas Chromatography (FID)
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: 
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: Seychelles Bureau of Standards [SBS]
C37 # collaborator_url: http://www.seychelles.net/sbsorg
C38 # comment: 
C39   DATE  TIME       DATE  TIME           ethane    ND      SD     F CS       REM
2005-02-11 10:18 9999-99-99 99:99          539.318 -9999 -99999.   ...  0   3273-99
2005-02-11 10:18 9999-99-99 99:99          592.970 -9999 -99999.   ...  0   3274-99
2005-03-04 10:06 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    687-99
2005-03-04 10:06 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    688-99
2005-03-29 10:25 9999-99-99 99:99          511.190 -9999 -99999.   ...  0   6001-66
2005-04-08 05:17 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1775-99
2005-04-08 05:17 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1776-99
2005-04-13 10:36 9999-99-99 99:99          856.286 -9999 -99999.   ...  0   3453-99
2005-04-13 10:36 9999-99-99 99:99          860.917 -9999 -99999.   ...  0   3454-99
2005-05-06 10:47 9999-99-99 99:99          708.298 -9999 -99999.   ...  0    717-99
2005-05-06 10:47 9999-99-99 99:99          641.405 -9999 -99999.   ...  0    718-99
2005-05-20 11:07 9999-99-99 99:99          261.652 -9999 -99999.   ...  0   3879-99
2005-05-20 11:07 9999-99-99 99:99          259.706 -9999 -99999.   ...  0   3880-99
2005-05-27 05:12 9999-99-99 99:99          247.742 -9999 -99999.   ...  0   2737-99
2005-05-27 05:12 9999-99-99 99:99          188.227 -9999 -99999.   ...  0   2738-99
2005-06-23 10:14 9999-99-99 99:99          322.421 -9999 -99999.   ...  0    315-99
2005-06-23 10:14 9999-99-99 99:99          381.403 -9999 -99999.   ...  0    316-99
2005-07-15 09:50 9999-99-99 99:99         1144.615 -9999 -99999.   .X.  0   2161-99
