C01 TITLE: ethane event sampling data 
C02 FILE NAME: jfj646n00.empa.as.cn.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 18507
C05 HEADER LINES: 32
C06 DATA VERSION: 201311
C07 STATION NAME: Jungfraujoch 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: Switzerland
C11 CONTRIBUTOR: Empa
C12 LATITUDE: 46.548
C13 LONGITUDE: 7.987
C14 ALTITUDE: 3580
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 4
C17 CONTACT POINT: corinne.hoerger@empa.ch stefan.reimann@empa.ch
C18 PARAMETER: ethane
C19 COVERING PERIOD: 2011-01-01 2014-12-17
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppt
C22 MEASUREMENT METHOD: GC-MS medusa
C23 SAMPLING TYPE: continuous
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: 
C26 CREDIT FOR USE: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:The data were submitted to WDCGG by ACTRIS Data Centre. 
C31
C32   DATE  TIME       DATE  TIME           ethane    ND      SD     F CS       REM
2011-01-01 00:04 2011-01-01 00:24 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-01 01:05 2011-01-01 01:25 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-01 03:04 2011-01-01 03:24            1627. -9999 -99999.   000  0 -99999999
2011-01-01 04:05 2011-01-01 04:25            1633. -9999 -99999.   000  0 -99999999
2011-01-01 06:04 2011-01-01 06:24            1629. -9999 -99999.   000  0 -99999999
2011-01-01 07:05 2011-01-01 07:25            1646. -9999 -99999.   000  0 -99999999
2011-01-01 09:04 2011-01-01 09:24            1514. -9999 -99999.   000  0 -99999999
2011-01-01 10:05 2011-01-01 10:25            1579. -9999 -99999.   000  0 -99999999
2011-01-01 12:04 2011-01-01 12:24            1351. -9999 -99999.   000  0 -99999999
2011-01-01 13:05 2011-01-01 13:25            1326. -9999 -99999.   000  0 -99999999
2011-01-01 15:04 2011-01-01 15:24            1553. -9999 -99999.   000  0 -99999999
2011-01-01 16:05 2011-01-01 16:25            1458. -9999 -99999.   000  0 -99999999
2011-01-01 18:04 2011-01-01 18:24            1017. -9999 -99999.   000  0 -99999999
2011-01-01 19:05 2011-01-01 19:25            1147. -9999 -99999.   000  0 -99999999
2011-01-01 21:04 2011-01-01 21:24            1214. -9999 -99999.   000  0 -99999999
2011-01-01 22:05 2011-01-01 22:25            1381. -9999 -99999.   000  0 -99999999
2011-01-02 00:04 2011-01-02 00:24            1338. -9999 -99999.   000  0 -99999999
2011-01-02 01:05 2011-01-02 01:25            1401. -9999 -99999.   000  0 -99999999
2011-01-02 03:04 2011-01-02 03:24            1640. -9999 -99999.   000  0 -99999999
2011-01-02 04:05 2011-01-02 04:25            1563. -9999 -99999.   000  0 -99999999
2011-01-02 06:04 2011-01-02 06:24            1482. -9999 -99999.   000  0 -99999999
2011-01-02 07:05 2011-01-02 07:25            1541. -9999 -99999.   000  0 -99999999
2011-01-02 09:04 2011-01-02 09:24            1429. -9999 -99999.   000  0 -99999999
2011-01-02 10:05 2011-01-02 10:25            1358. -9999 -99999.   000  0 -99999999
2011-01-02 12:04 2011-01-02 12:24            1154. -9999 -99999.   000  0 -99999999
2011-01-02 13:05 2011-01-02 13:25            1176. -9999 -99999.   000  0 -99999999
2011-01-02 15:04 2011-01-02 15:24            1190. -9999 -99999.   000  0 -99999999
2011-01-02 16:05 2011-01-02 16:25            1240. -9999 -99999.   000  0 -99999999
2011-01-02 18:04 2011-01-02 18:24            1181. -9999 -99999.   000  0 -99999999
2011-01-02 19:05 2011-01-02 19:25            1233. -9999 -99999.   000  0 -99999999
2011-01-02 21:04 2011-01-02 21:24            1462. -9999 -99999.   000  0 -99999999
2011-01-02 22:05 2011-01-02 22:25            1511. -9999 -99999.   000  0 -99999999
2011-01-03 00:04 2011-01-03 00:24            1556. -9999 -99999.   000  0 -99999999
2011-01-03 01:05 2011-01-03 01:25            1592. -9999 -99999.   000  0 -99999999
2011-01-03 03:04 2011-01-03 03:24            1478. -9999 -99999.   000  0 -99999999
2011-01-03 04:05 2011-01-03 04:25            1574. -9999 -99999.   000  0 -99999999
2011-01-03 06:04 2011-01-03 06:24            1405. -9999 -99999.   000  0 -99999999
2011-01-03 07:05 2011-01-03 07:25            1368. -9999 -99999.   000  0 -99999999
2011-01-03 09:04 2011-01-03 09:24            1421. -9999 -99999.   000  0 -99999999
2011-01-03 10:05 2011-01-03 10:25            1407. -9999 -99999.   000  0 -99999999
2011-01-03 12:04 2011-01-03 12:24            1390. -9999 -99999.   000  0 -99999999
2011-01-03 13:05 2011-01-03 13:25            1377. -9999 -99999.   000  0 -99999999
2011-01-03 15:04 2011-01-03 15:24            1318. -9999 -99999.   000  0 -99999999
2011-01-03 16:05 2011-01-03 16:25            1334. -9999 -99999.   000  0 -99999999
2011-01-03 18:04 2011-01-03 18:24            1241. -9999 -99999.   000  0 -99999999
2011-01-03 19:05 2011-01-03 19:25            1114. -9999 -99999.   000  0 -99999999
2011-01-03 21:04 2011-01-03 21:24            1146. -9999 -99999.   000  0 -99999999
2011-01-03 22:05 2011-01-03 22:25            1172. -9999 -99999.   000  0 -99999999
2011-01-04 00:04 2011-01-04 00:24            1176. -9999 -99999.   000  0 -99999999
2011-01-04 01:05 2011-01-04 01:25            1196. -9999 -99999.   000  0 -99999999
2011-01-04 03:04 2011-01-04 03:24            1120. -9999 -99999.   000  0 -99999999
2011-01-04 04:05 2011-01-04 04:25            1101. -9999 -99999.   000  0 -99999999
2011-01-04 06:04 2011-01-04 06:24            1118. -9999 -99999.   000  0 -99999999
2011-01-04 07:05 2011-01-04 07:25            1141. -9999 -99999.   000  0 -99999999
2011-01-04 09:04 2011-01-04 09:24            1205. -9999 -99999.   000  0 -99999999
2011-01-04 10:05 2011-01-04 10:25            1248. -9999 -99999.   000  0 -99999999
2011-01-04 12:04 2011-01-04 12:24            1254. -9999 -99999.   000  0 -99999999
2011-01-04 13:05 2011-01-04 13:25            1374. -9999 -99999.   000  0 -99999999
2011-01-04 18:33 2011-01-04 18:53 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-05 12:06 2011-01-05 12:27 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-05 13:07 2011-01-05 13:27 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-05 15:06 2011-01-05 15:27            1265. -9999 -99999.   000  0 -99999999
2011-01-05 16:07 2011-01-05 16:27            1330. -9999 -99999.   000  0 -99999999
2011-01-05 18:06 2011-01-05 18:27            1439. -9999 -99999.   000  0 -99999999
2011-01-05 19:07 2011-01-05 19:27            1477. -9999 -99999.   000  0 -99999999
2011-01-05 21:06 2011-01-05 21:27            1534. -9999 -99999.   000  0 -99999999
2011-01-05 22:07 2011-01-05 22:27            1512. -9999 -99999.   000  0 -99999999
2011-01-06 00:06 2011-01-06 00:27            1324. -9999 -99999.   000  0 -99999999
2011-01-06 01:07 2011-01-06 01:27            1335. -9999 -99999.   000  0 -99999999
2011-01-06 03:06 2011-01-06 03:27            1278. -9999 -99999.   000  0 -99999999
2011-01-06 04:07 2011-01-06 04:27            1267. -9999 -99999.   000  0 -99999999
2011-01-06 06:06 2011-01-06 06:27            1269. -9999 -99999.   000  0 -99999999
2011-01-06 07:07 2011-01-06 07:27            1358. -9999 -99999.   000  0 -99999999
2011-01-06 09:06 2011-01-06 09:27            1385. -9999 -99999.   000  0 -99999999
2011-01-06 10:07 2011-01-06 10:27            1357. -9999 -99999.   000  0 -99999999
2011-01-06 12:06 2011-01-06 12:27            1348. -9999 -99999.   000  0 -99999999
2011-01-06 13:07 2011-01-06 13:27            1386. -9999 -99999.   000  0 -99999999
2011-01-06 15:06 2011-01-06 15:27            1353. -9999 -99999.   000  0 -99999999
2011-01-06 16:07 2011-01-06 16:27            1339. -9999 -99999.   000  0 -99999999
2011-01-06 18:06 2011-01-06 18:27            1333. -9999 -99999.   000  0 -99999999
2011-01-06 19:07 2011-01-06 19:27            1331. -9999 -99999.   000  0 -99999999
2011-01-06 21:06 2011-01-06 21:27            1346. -9999 -99999.   000  0 -99999999
2011-01-06 22:07 2011-01-06 22:27            1362. -9999 -99999.   000  0 -99999999
2011-01-07 00:08 2011-01-07 00:27            1277. -9999 -99999.   000  0 -99999999
2011-01-07 01:07 2011-01-07 01:27            1306. -9999 -99999.   000  0 -99999999
2011-01-07 03:08 2011-01-07 03:27            1282. -9999 -99999.   000  0 -99999999
2011-01-07 04:07 2011-01-07 04:27            1227. -9999 -99999.   000  0 -99999999
2011-01-07 06:08 2011-01-07 06:27            1155. -9999 -99999.   000  0 -99999999
2011-01-07 07:07 2011-01-07 07:27            1184. -9999 -99999.   000  0 -99999999
2011-01-07 09:08 2011-01-07 09:27            1109. -9999 -99999.   000  0 -99999999
2011-01-07 10:07 2011-01-07 10:27            1130. -9999 -99999.   000  0 -99999999
2011-01-07 12:08 2011-01-07 12:27            1017. -9999 -99999.   000  0 -99999999
2011-01-07 13:07 2011-01-07 13:27            1017. -9999 -99999.   000  0 -99999999
2011-01-07 15:08 2011-01-07 15:27             994. -9999 -99999.   000  0 -99999999
2011-01-07 16:07 2011-01-07 16:27            1036. -9999 -99999.   000  0 -99999999
2011-01-07 22:07 2011-01-07 22:27            1111. -9999 -99999.   000  0 -99999999
2011-01-07 23:08 2011-01-07 23:28            1121. -9999 -99999.   000  0 -99999999
2011-01-08 01:07 2011-01-08 01:27 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-08 02:08 2011-01-08 02:28 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-08 04:07 2011-01-08 04:27 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-08 05:08 2011-01-08 05:28 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-08 07:07 2011-01-08 07:27            1378. -9999 -99999.   000  0 -99999999
2011-01-08 08:08 2011-01-08 08:28            1432. -9999 -99999.   000  0 -99999999
2011-01-08 10:07 2011-01-08 10:27            1458. -9999 -99999.   000  0 -99999999
2011-01-08 11:08 2011-01-08 11:28            1481. -9999 -99999.   000  0 -99999999
2011-01-08 13:07 2011-01-08 13:27            1466. -9999 -99999.   000  0 -99999999
2011-01-08 14:08 2011-01-08 14:28            1531. -9999 -99999.   000  0 -99999999
2011-01-08 16:07 2011-01-08 16:27            1577. -9999 -99999.   000  0 -99999999
2011-01-08 17:08 2011-01-08 17:28            1623. -9999 -99999.   000  0 -99999999
2011-01-08 19:07 2011-01-08 19:27            1598. -9999 -99999.   000  0 -99999999
2011-01-08 20:08 2011-01-08 20:28            1625. -9999 -99999.   000  0 -99999999
2011-01-08 22:07 2011-01-08 22:27            1554. -9999 -99999.   000  0 -99999999
2011-01-08 23:08 2011-01-08 23:28            1636. -9999 -99999.   000  0 -99999999
2011-01-09 01:07 2011-01-09 01:27            1664. -9999 -99999.   000  0 -99999999
2011-01-09 02:08 2011-01-09 02:28            1449. -9999 -99999.   000  0 -99999999
2011-01-09 04:07 2011-01-09 04:27            1482. -9999 -99999.   000  0 -99999999
2011-01-09 05:08 2011-01-09 05:28            1550. -9999 -99999.   000  0 -99999999
2011-01-09 07:07 2011-01-09 07:27            1522. -9999 -99999.   000  0 -99999999
2011-01-09 08:08 2011-01-09 08:28            1520. -9999 -99999.   000  0 -99999999
2011-01-09 10:07 2011-01-09 10:27            1349. -9999 -99999.   000  0 -99999999
2011-01-09 11:08 2011-01-09 11:28            1545. -9999 -99999.   000  0 -99999999
2011-01-09 13:07 2011-01-09 13:27            1539. -9999 -99999.   000  0 -99999999
2011-01-09 14:08 2011-01-09 14:28            1522. -9999 -99999.   000  0 -99999999
2011-01-09 16:07 2011-01-09 16:27            1719. -9999 -99999.   000  0 -99999999
2011-01-09 17:08 2011-01-09 17:28            1715. -9999 -99999.   000  0 -99999999
2011-01-09 19:07 2011-01-09 19:27            1881. -9999 -99999.   000  0 -99999999
2011-01-09 20:08 2011-01-09 20:28            1714. -9999 -99999.   000  0 -99999999
2011-01-09 22:07 2011-01-09 22:27            1842. -9999 -99999.   000  0 -99999999
2011-01-09 23:08 2011-01-09 23:28            1983. -9999 -99999.   000  0 -99999999
2011-01-10 01:07 2011-01-10 01:27            1996. -9999 -99999.   000  0 -99999999
2011-01-10 02:08 2011-01-10 02:28            2050. -9999 -99999.   000  0 -99999999
2011-01-10 04:07 2011-01-10 04:27            1863. -9999 -99999.   000  0 -99999999
2011-01-10 05:08 2011-01-10 05:28            1711. -9999 -99999.   000  0 -99999999
2011-01-10 07:07 2011-01-10 07:27            1688. -9999 -99999.   000  0 -99999999
2011-01-10 08:08 2011-01-10 08:28            1660. -9999 -99999.   000  0 -99999999
2011-01-10 10:07 2011-01-10 10:27            1666. -9999 -99999.   000  0 -99999999
2011-01-10 11:08 2011-01-10 11:28            1676. -9999 -99999.   000  0 -99999999
2011-01-10 13:07 2011-01-10 13:27            1633. -9999 -99999.   000  0 -99999999
2011-01-10 14:08 2011-01-10 14:28            1652. -9999 -99999.   000  0 -99999999
2011-01-10 16:07 2011-01-10 16:27            1642. -9999 -99999.   000  0 -99999999
2011-01-10 17:08 2011-01-10 17:28            1650. -9999 -99999.   000  0 -99999999
2011-01-10 19:07 2011-01-10 19:27            1650. -9999 -99999.   000  0 -99999999
2011-01-10 20:08 2011-01-10 20:28            1661. -9999 -99999.   000  0 -99999999
2011-01-10 22:07 2011-01-10 22:27            1650. -9999 -99999.   000  0 -99999999
2011-01-10 23:08 2011-01-10 23:28            1649. -9999 -99999.   000  0 -99999999
2011-01-11 01:07 2011-01-11 01:27            1505. -9999 -99999.   000  0 -99999999
2011-01-11 02:08 2011-01-11 02:28            1737. -9999 -99999.   000  0 -99999999
2011-01-11 15:08 2011-01-11 15:27            1913. -9999 -99999.   000  0 -99999999
2011-01-11 16:07 2011-01-11 16:27            2071. -9999 -99999.   000  0 -99999999
2011-01-11 18:08 2011-01-11 18:27            2037. -9999 -99999.   000  0 -99999999
2011-01-11 19:07 2011-01-11 19:27            2090. -9999 -99999.   000  0 -99999999
2011-01-11 21:08 2011-01-11 21:27            2144. -9999 -99999.   000  0 -99999999
2011-01-11 22:07 2011-01-11 22:27            2162. -9999 -99999.   000  0 -99999999
2011-01-12 00:08 2011-01-12 00:27            2097. -9999 -99999.   000  0 -99999999
2011-01-12 01:07 2011-01-12 01:27            2044. -9999 -99999.   000  0 -99999999
2011-01-12 03:08 2011-01-12 03:27            2113. -9999 -99999.   000  0 -99999999
2011-01-12 04:07 2011-01-12 04:27            1987. -9999 -99999.   000  0 -99999999
2011-01-12 06:08 2011-01-12 06:27            1567. -9999 -99999.   000  0 -99999999
2011-01-12 07:07 2011-01-12 07:27            1503. -9999 -99999.   000  0 -99999999
2011-01-12 09:08 2011-01-12 09:27            1483. -9999 -99999.   000  0 -99999999
2011-01-12 10:07 2011-01-12 10:27            1451. -9999 -99999.   000  0 -99999999
2011-01-12 12:08 2011-01-12 12:27            1063. -9999 -99999.   000  0 -99999999
2011-01-12 13:07 2011-01-12 13:27             998. -9999 -99999.   000  0 -99999999
2011-01-12 15:08 2011-01-12 15:27             963. -9999 -99999.   000  0 -99999999
2011-01-12 16:07 2011-01-12 16:27             999. -9999 -99999.   000  0 -99999999
2011-01-12 18:08 2011-01-12 18:27            1009. -9999 -99999.   000  0 -99999999
2011-01-12 19:07 2011-01-12 19:27             998. -9999 -99999.   000  0 -99999999
2011-01-12 21:08 2011-01-12 21:27             968. -9999 -99999.   000  0 -99999999
2011-01-12 22:07 2011-01-12 22:27             984. -9999 -99999.   000  0 -99999999
2011-01-13 00:08 2011-01-13 00:27            1111. -9999 -99999.   000  0 -99999999
2011-01-13 01:07 2011-01-13 01:27            1102. -9999 -99999.   000  0 -99999999
2011-01-13 03:08 2011-01-13 03:27             891. -9999 -99999.   000  0 -99999999
2011-01-13 04:07 2011-01-13 04:27             873. -9999 -99999.   000  0 -99999999
2011-01-13 06:08 2011-01-13 06:27             833. -9999 -99999.   000  0 -99999999
2011-01-13 07:07 2011-01-13 07:27             840. -9999 -99999.   000  0 -99999999
2011-01-13 09:08 2011-01-13 09:27             807. -9999 -99999.   000  0 -99999999
2011-01-13 10:07 2011-01-13 10:27             782. -9999 -99999.   000  0 -99999999
2011-01-13 12:08 2011-01-13 12:27             739. -9999 -99999.   000  0 -99999999
2011-01-13 13:07 2011-01-13 13:27             761. -9999 -99999.   000  0 -99999999
2011-01-13 15:08 2011-01-13 15:27             691. -9999 -99999.   000  0 -99999999
2011-01-13 16:07 2011-01-13 16:27             785. -9999 -99999.   000  0 -99999999
2011-01-13 18:08 2011-01-13 18:27             837. -9999 -99999.   000  0 -99999999
2011-01-13 19:07 2011-01-13 19:27             858. -9999 -99999.   000  0 -99999999
2011-01-13 21:08 2011-01-13 21:27             702. -9999 -99999.   000  0 -99999999
2011-01-13 22:07 2011-01-13 22:27             746. -9999 -99999.   000  0 -99999999
2011-01-14 00:09 2011-01-14 00:29             773. -9999 -99999.   000  0 -99999999
2011-01-14 01:09 2011-01-14 01:29             923. -9999 -99999.   000  0 -99999999
2011-01-14 03:09 2011-01-14 03:29             734. -9999 -99999.   000  0 -99999999
2011-01-14 04:09 2011-01-14 04:29             742. -9999 -99999.   000  0 -99999999
