C01 TITLE: ethane event sampling data 
C02 FILE NAME: mex419n00.noaa.as.fl.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 415
C05 HEADER LINES: 40
C06 DATA VERSION: 201410
C07 STATION NAME: Mex High Altitude Global Climate Observation Center, Mexico 
C08 STATION CATEGORY: Non-GAW (international)
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: Mexico
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 19.9800
C13 LONGITUDE: -97.17
C14 ALTITUDE: 4560
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: jacques.hueber@colorado.edu detlev.helmig@colorado.edu
C18 PARAMETER: ethane
C19 COVERING PERIOD: 2009-01-09 2013-10-17
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: pmol/mol
C22 MEASUREMENT METHOD: Gas Chromatography (FID)
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: 
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
2013-02-21 17:15 9999-99-99 99:99          524.932 -9999 -99999.   ...  0   3216-99
2013-03-07 15:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2076-99
2013-03-07 15:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    837-99
2013-03-13 17:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    639-99
2013-03-13 17:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    914-99
2013-04-02 16:30 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   6345-66
2013-04-02 16:30 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   6346-66
2013-04-11 16:30 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1339-99
2013-04-11 16:30 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1340-99
2013-04-17 16:30 9999-99-99 99:99         1213.708 -9999 -99999.   ...  0    811-99
2013-04-17 16:30 9999-99-99 99:99         1184.143 -9999 -99999.   ...  0    812-99
2013-04-24 17:00 9999-99-99 99:99         1316.236 -9999 -99999.   ...  0   2715-99
2013-04-24 17:00 9999-99-99 99:99         1275.501 -9999 -99999.   ...  0   2716-99
2013-05-06 16:00 9999-99-99 99:99         2188.040 -9999 -99999.   ...  0   2049-99
2013-05-06 16:00 9999-99-99 99:99         2150.935 -9999 -99999.   ...  0   2050-99
2013-05-20 17:30 9999-99-99 99:99         1330.659 -9999 -99999.   ...  0   2047-99
2013-05-20 17:30 9999-99-99 99:99         1225.725 -9999 -99999.   ...  0   2048-99
2013-05-24 17:15 9999-99-99 99:99         1400.572 -9999 -99999.   ...  0   3761-99
2013-05-24 17:15 9999-99-99 99:99         1378.978 -9999 -99999.   ...  0   3762-99
2013-05-30 16:30 9999-99-99 99:99          869.571 -9999 -99999.   ...  0    175-99
2013-05-30 16:30 9999-99-99 99:99          871.242 -9999 -99999.   ...  0    176-99
2013-06-10 16:00 9999-99-99 99:99          408.463 -9999 -99999.   ...  0   3116-99
2013-06-10 16:00 9999-99-99 99:99          414.321 -9999 -99999.   ...  0   4687-99
2013-06-19 16:00 9999-99-99 99:99          189.243 -9999 -99999.   ...  0   2767-99
2013-06-19 16:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0    428-99
2013-06-29 17:00 9999-99-99 99:99          590.212 -9999 -99999.   ...  0   4195-99
2013-06-29 17:00 9999-99-99 99:99          575.045 -9999 -99999.   ...  0   4196-99
2013-07-09 17:00 9999-99-99 99:99          568.233 -9999 -99999.   ...  0   4209-99
2013-07-09 17:00 9999-99-99 99:99          562.987 -9999 -99999.   ...  0   5197-99
2013-07-15 16:00 9999-99-99 99:99          442.438 -9999 -99999.   ...  0   4845-99
2013-07-15 16:00 9999-99-99 99:99          434.698 -9999 -99999.   ...  0   4846-99
2013-07-23 17:30 9999-99-99 99:99          461.231 -9999 -99999.   ...  0   1287-99
2013-07-23 17:30 9999-99-99 99:99          445.380 -9999 -99999.   ...  0   1288-99
2013-07-30 17:00 9999-99-99 99:99          507.315 -9999 -99999.   ...  0    371-99
2013-07-30 17:00 9999-99-99 99:99          499.127 -9999 -99999.   ...  0    372-99
2013-08-05 16:00 9999-99-99 99:99          510.447 -9999 -99999.   ...  0   5081-99
2013-08-05 16:00 9999-99-99 99:99          501.286 -9999 -99999.   ...  0   5082-99
2013-08-14 16:00 9999-99-99 99:99          676.359 -9999 -99999.   ...  0    287-99
2013-08-14 16:00 9999-99-99 99:99          669.176 -9999 -99999.   ...  0   4552-99
2013-08-21 16:32 9999-99-99 99:99          624.031 -9999 -99999.   ...  0   4074-99
2013-08-21 16:32 9999-99-99 99:99          622.851 -9999 -99999.   ...  0    527-99
2013-09-03 16:30 9999-99-99 99:99          566.704 -9999 -99999.   ...  0    343-99
2013-09-03 16:30 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    344-99
2013-09-11 16:00 9999-99-99 99:99          651.002 -9999 -99999.   ...  0   2153-99
2013-09-11 16:00 9999-99-99 99:99          667.127 -9999 -99999.   ...  0   2154-99
2013-09-25 16:00 9999-99-99 99:99          756.281 -9999 -99999.   ...  0   1083-99
2013-09-25 16:00 9999-99-99 99:99          758.129 -9999 -99999.   ...  0   1084-99
2013-10-04 15:30 9999-99-99 99:99          658.641 -9999 -99999.   ...  0   4221-99
2013-10-04 15:30 9999-99-99 99:99          651.782 -9999 -99999.   ...  0   4222-99
2013-10-17 16:00 9999-99-99 99:99          692.918 -9999 -99999.   ...  0   2915-99
2013-10-17 16:00 9999-99-99 99:99          688.419 -9999 -99999.   ...  0   2916-99
