C01 TITLE: ethane event sampling data 
C02 FILE NAME: asc107s00.noaa.as.fl.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 1769
C05 HEADER LINES: 38
C06 DATA VERSION: 201512
C07 STATION NAME: Ascension Island 
C08 STATION CATEGORY: Regional
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: United Kingdom of Great Britain and Northern Ireland
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: -7.92
C13 LONGITUDE: -14.42
C14 ALTITUDE: 54
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: detlev.helmig@colorado.edu jacques.hueber@colorado.edu
C18 PARAMETER: ethane
C19 COVERING PERIOD: 2005-04-21 2015-06-24
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: pmol/mol
C22 MEASUREMENT METHOD: Gas Chromatography (FID)
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: 
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: Met Office (United Kingdom) [UKMO]
C37 # comment: 
C38   DATE  TIME       DATE  TIME           ethane    ND      SD     F CS       REM
2005-04-21 08:50 9999-99-99 99:99          545.928 -9999 -99999.   ...  0   4018-99
2005-04-26 08:55 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3675-99
2005-04-26 08:55 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3676-99
2005-04-26 08:55 9999-99-99 99:99          550.679 -9999 -99999.   ...  0   3676-99
2005-04-28 09:10 9999-99-99 99:99          555.475 -9999 -99999.   ...  0   3211-99
2005-04-28 09:10 9999-99-99 99:99          552.466 -9999 -99999.   ...  0   3212-99
2005-05-03 11:30 9999-99-99 99:99          419.864 -9999 -99999.   ...  0   1487-99
2005-05-03 11:30 9999-99-99 99:99          464.118 -9999 -99999.   ...  0   1488-99
2005-05-05 09:00 9999-99-99 99:99          181.286 -9999 -99999.   ...  0   1961-99
2005-05-05 09:00 9999-99-99 99:99          216.857 -9999 -99999.   ...  0   1962-99
2005-05-10 09:00 9999-99-99 99:99          272.107 -9999 -99999.   ...  0   3687-99
2005-05-10 09:00 9999-99-99 99:99          230.821 -9999 -99999.   ...  0   3688-99
2005-05-12 10:15 9999-99-99 99:99          501.607 -9999 -99999.   ...  0   1739-99
2005-05-12 10:15 9999-99-99 99:99          484.321 -9999 -99999.   ...  0   1740-99
2005-05-17 10:35 9999-99-99 99:99          388.631 -9999 -99999.   ...  0    353-99
2005-05-17 10:35 9999-99-99 99:99          365.595 -9999 -99999.   ...  0    354-99
2005-05-19 11:30 9999-99-99 99:99          237.849 -9999 -99999.   ...  0    683-99
2005-05-19 11:30 9999-99-99 99:99          230.985 -9999 -99999.   ...  0    684-99
2005-05-24 09:45 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1251-99
2005-05-24 09:45 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1252-99
2005-05-31 09:00 9999-99-99 99:99          244.151 -9999 -99999.   ...  0   2323-99
2005-05-31 09:00 9999-99-99 99:99          250.970 -9999 -99999.   ...  0   2324-99
2005-06-02 09:15 9999-99-99 99:99          249.036 -9999 -99999.   ...  0   2901-99
2005-06-02 09:15 9999-99-99 99:99          270.940 -9999 -99999.   ...  0   2902-99
2005-06-07 09:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3603-99
2005-06-07 09:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3604-99
2005-06-14 09:15 9999-99-99 99:99          563.575 -9999 -99999.   ...  0    583-99
2005-06-14 09:15 9999-99-99 99:99          555.204 -9999 -99999.   ...  0    584-99
2005-06-16 08:50 9999-99-99 99:99          358.131 -9999 -99999.   ...  0    591-99
2005-06-16 08:50 9999-99-99 99:99          314.905 -9999 -99999.   ...  0    592-99
2005-06-21 08:50 9999-99-99 99:99          400.881 -9999 -99999.   ...  0    535-99
2005-06-21 08:50 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    536-99
2005-06-23 09:15 9999-99-99 99:99          823.032 -9999 -99999.   .X.  0   3143-99
2005-06-23 09:15 9999-99-99 99:99          702.918 -9999 -99999.   .X.  0   3143-99
2005-06-23 09:15 9999-99-99 99:99          787.873 -9999 -99999.   .X.  0   3144-99
2005-06-23 09:15 9999-99-99 99:99          812.715 -9999 -99999.   .X.  0   3144-99
2005-06-28 09:00 9999-99-99 99:99          468.803 -9999 -99999.   ...  0   1065-99
2005-06-28 09:00 9999-99-99 99:99          459.182 -9999 -99999.   ...  0   1066-99
2005-06-30 09:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   3503-99
2005-06-30 09:00 9999-99-99 99:99          960.475 -9999 -99999.   .X.  0   3504-99
2005-07-05 09:00 9999-99-99 99:99          394.977 -9999 -99999.   ...  0   1391-99
2005-07-05 09:00 9999-99-99 99:99          493.258 -9999 -99999.   ...  0   1391-99
2005-07-05 09:00 9999-99-99 99:99          447.195 -9999 -99999.   ...  0   1392-99
2005-07-05 09:00 9999-99-99 99:99          545.204 -9999 -99999.   ...  0   1392-99
2005-07-07 10:25 9999-99-99 99:99          756.787 -9999 -99999.   .X.  0   6215-66
2005-07-07 10:25 9999-99-99 99:99          611.538 -9999 -99999.   ...  0   6216-66
2005-07-19 09:00 9999-99-99 99:99         1547.014 -9999 -99999.   P..  0   1309-99
2005-07-19 09:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1309-99
2005-07-19 09:00 9999-99-99 99:99         1036.606 -9999 -99999.   P..  0   1310-99
2005-07-19 09:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1310-99
2005-07-28 10:15 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1999-99
2005-07-28 10:15 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2000-99
2005-08-02 08:50 9999-99-99 99:99          355.379 -9999 -99999.   ...  0    975-99
2005-08-02 08:50 9999-99-99 99:99          293.788 -9999 -99999.   .X.  0    976-99
2005-08-04 08:40 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2817-99
2005-08-04 08:40 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2818-99
2005-08-11 09:00 9999-99-99 99:99          519.932 -9999 -99999.   ...  0   4147-99
2005-08-11 09:00 9999-99-99 99:99          555.385 -9999 -99999.   ...  0   4148-99
2005-08-16 09:00 9999-99-99 99:99          492.941 -9999 -99999.   ...  0   3877-99
2005-08-16 09:00 9999-99-99 99:99          716.425 -9999 -99999.   .X.  0   3877-99
2005-08-16 09:00 9999-99-99 99:99          554.955 -9999 -99999.   ...  0   3878-99
2005-08-16 09:00 9999-99-99 99:99          665.837 -9999 -99999.   ...  0   3878-99
2005-08-18 10:20 9999-99-99 99:99          501.199 -9999 -99999.   ...  0   1971-99
2005-08-18 10:20 9999-99-99 99:99          445.588 -9999 -99999.   ...  0   1972-99
2005-08-23 09:00 9999-99-99 99:99          603.937 -9999 -99999.   ...  0   1157-99
2005-08-23 09:00 9999-99-99 99:99          584.050 -9999 -99999.   ...  0   1158-99
2005-09-06 09:15 9999-99-99 99:99          741.086 -9999 -99999.   .X.  0    529-99
2005-09-06 09:15 9999-99-99 99:99          791.403 -9999 -99999.   .X.  0    530-99
2005-09-08 09:00 9999-99-99 99:99          729.364 -9999 -99999.   .X.  0   3903-99
2005-09-08 09:00 9999-99-99 99:99          504.864 -9999 -99999.   P..  0   3903-99
2005-09-08 09:00 9999-99-99 99:99          730.712 -9999 -99999.   .X.  0   3904-99
2005-09-08 09:00 9999-99-99 99:99          948.982 -9999 -99999.   P..  0   3904-99
2005-09-13 12:00 9999-99-99 99:99         4529.819 -9999 -99999.   P..  0    715-99
2005-09-13 12:00 9999-99-99 99:99         3852.625 -9999 -99999.   P..  0    716-99
2005-09-15 11:30 9999-99-99 99:99          729.910 -9999 -99999.   .X.  0   1071-99
2005-09-15 11:30 9999-99-99 99:99          765.701 -9999 -99999.   .X.  0   1072-99
2005-09-20 09:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3331-99
2005-09-20 09:00 9999-99-99 99:99          334.208 -9999 -99999.   ...  0   3332-99
2005-09-22 09:15 9999-99-99 99:99          317.715 -9999 -99999.   P..  0   2615-99
2005-09-22 09:15 9999-99-99 99:99          467.036 -9999 -99999.   P..  0   2616-99
2005-09-27 09:00 9999-99-99 99:99         6118.009 -9999 -99999.   P..  0   1075-99
2005-09-27 09:00 9999-99-99 99:99          982.625 -9999 -99999.   P..  0   1076-99
2005-09-29 09:30 9999-99-99 99:99          176.244 -9999 -99999.   ...  0   1653-99
2005-09-29 09:30 9999-99-99 99:99          194.344 -9999 -99999.   ...  0   1654-99
2005-10-04 09:00 9999-99-99 99:99          207.715 -9999 -99999.   ...  0    385-99
2005-10-04 09:00 9999-99-99 99:99          224.955 -9999 -99999.   ...  0    386-99
2005-10-07 08:45 9999-99-99 99:99          260.021 -9999 -99999.   P..  0   2867-99
2005-10-07 08:45 9999-99-99 99:99          164.181 -9999 -99999.   P..  0   2868-99
2005-10-11 11:00 9999-99-99 99:99         1857.579 -9999 -99999.   .X.  0   2845-99
2005-10-11 11:00 9999-99-99 99:99         1721.674 -9999 -99999.   .X.  0   2846-99
2005-10-13 12:00 9999-99-99 99:99          216.697 -9999 -99999.   ...  0   1535-99
2005-10-13 12:00 9999-99-99 99:99          258.846 -9999 -99999.   ...  0   1536-99
2005-10-18 11:30 9999-99-99 99:99          952.172 -9999 -99999.   .X.  0   2181-99
2005-10-18 11:30 9999-99-99 99:99         1010.068 -9999 -99999.   .X.  0   2182-99
2005-10-20 08:50 9999-99-99 99:99          279.796 -9999 -99999.   ...  0   6061-66
2005-10-20 08:50 9999-99-99 99:99          246.018 -9999 -99999.   ...  0   6062-66
2005-10-27 09:00 9999-99-99 99:99          289.909 -9999 -99999.   ...  0   1355-99
2005-10-27 09:00 9999-99-99 99:99          352.104 -9999 -99999.   ...  0   1356-99
2005-10-28 09:00 9999-99-99 99:99          569.265 -9999 -99999.   .X.  0   1357-99
2005-10-28 09:00 9999-99-99 99:99          680.714 -9999 -99999.   .X.  0   1358-99
2005-11-01 09:00 9999-99-99 99:99          311.810 -9999 -99999.   ...  0   1617-99
2005-11-01 09:00 9999-99-99 99:99          290.950 -9999 -99999.   ...  0   1618-99
2005-11-10 13:30 9999-99-99 99:99          272.941 -9999 -99999.   ...  0    975-99
2005-11-10 13:30 9999-99-99 99:99          201.991 -9999 -99999.   ...  0    976-99
2005-11-15 09:40 9999-99-99 99:99          368.077 -9999 -99999.   ...  0   2037-99
2005-11-15 09:40 9999-99-99 99:99          293.869 -9999 -99999.   ...  0   2038-99
2005-11-17 08:50 9999-99-99 99:99          393.697 -9999 -99999.   ...  0   6397-66
2005-11-17 08:50 9999-99-99 99:99          422.731 -9999 -99999.   ...  0   6398-66
2005-11-22 08:40 9999-99-99 99:99          386.954 -9999 -99999.   ...  0    355-99
2005-11-22 08:40 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    356-99
2005-11-29 13:00 9999-99-99 99:99          185.815 -9999 -99999.   ...  0   1129-99
2005-11-29 13:00 9999-99-99 99:99          227.602 -9999 -99999.   ...  0   1130-99
2005-12-01 13:00 9999-99-99 99:99          167.557 -9999 -99999.   ...  0   3023-99
2005-12-01 13:00 9999-99-99 99:99          163.597 -9999 -99999.   ...  0   3024-99
2005-12-06 14:00 9999-99-99 99:99          412.899 -9999 -99999.   ...  0   4095-99
2005-12-06 14:00 9999-99-99 99:99          362.752 -9999 -99999.   ...  0   4096-99
2005-12-09 15:45 9999-99-99 99:99         2508.340 -9999 -99999.   .X.  0   6395-66
2005-12-09 15:45 9999-99-99 99:99         2468.571 -9999 -99999.   .X.  0   6396-66
2005-12-13 09:00 9999-99-99 99:99          366.197 -9999 -99999.   P..  0   3133-99
2005-12-13 09:00 9999-99-99 99:99          495.672 -9999 -99999.   P..  0   3134-99
2005-12-15 10:40 9999-99-99 99:99          548.760 -9999 -99999.   ...  0   4133-99
2005-12-15 10:40 9999-99-99 99:99          435.147 -9999 -99999.   ...  0   4134-99
2005-12-20 15:15 9999-99-99 99:99          361.933 -9999 -99999.   ...  0   2447-99
2005-12-20 15:15 9999-99-99 99:99          308.571 -9999 -99999.   ...  0   2448-99
2005-12-22 14:30 9999-99-99 99:99          357.206 -9999 -99999.   ...  0   3571-99
2005-12-22 14:30 9999-99-99 99:99          328.719 -9999 -99999.   ...  0   3572-99
2005-12-27 10:00 9999-99-99 99:99          269.454 -9999 -99999.   ...  0   3211-99
2005-12-27 10:00 9999-99-99 99:99          297.647 -9999 -99999.   ...  0   3212-99
2005-12-30 15:00 9999-99-99 99:99          287.227 -9999 -99999.   ...  0   2463-99
2005-12-30 15:00 9999-99-99 99:99          216.239 -9999 -99999.   ...  0   2464-99
2006-01-03 10:30 9999-99-99 99:99          177.143 -9999 -99999.   ...  0   4077-99
2006-01-03 10:30 9999-99-99 99:99          208.382 -9999 -99999.   ...  0   4078-99
2006-01-05 15:30 9999-99-99 99:99          368.811 -9999 -99999.   P..  0   3167-99
2006-01-05 15:30 9999-99-99 99:99          462.683 -9999 -99999.   P..  0   3168-99
2006-01-10 13:35 9999-99-99 99:99          458.689 -9999 -99999.   ...  0   3879-99
2006-01-10 13:35 9999-99-99 99:99          428.613 -9999 -99999.   ...  0   3880-99
2006-01-19 10:10 9999-99-99 99:99          258.908 -9999 -99999.   ...  0   2019-99
2006-01-19 10:10 9999-99-99 99:99          283.340 -9999 -99999.   ...  0   2020-99
2006-01-31 08:30 9999-99-99 99:99          188.971 -9999 -99999.   ...  0   6255-66
2006-01-31 08:30 9999-99-99 99:99          249.328 -9999 -99999.   ...  0   6256-66
2006-02-02 08:45 9999-99-99 99:99          227.248 -9999 -99999.   ...  0   3689-99
2006-02-02 08:45 9999-99-99 99:99          584.664 -9999 -99999.   P..  0   3689-99
2006-02-02 08:45 9999-99-99 99:99          269.391 -9999 -99999.   ...  0   3690-99
2006-02-02 08:45 9999-99-99 99:99          209.853 -9999 -99999.   P..  0   3690-99
2006-02-07 08:45 9999-99-99 99:99          235.462 -9999 -99999.   ...  0   2775-99
2006-02-07 08:45 9999-99-99 99:99          217.397 -9999 -99999.   ...  0   2776-99
2006-02-09 08:50 9999-99-99 99:99          144.778 -9999 -99999.   ...  0    631-99
2006-02-09 08:50 9999-99-99 99:99          161.537 -9999 -99999.   ...  0    632-99
2006-02-14 10:30 9999-99-99 99:99          166.692 -9999 -99999.   ...  0   3775-99
2006-02-14 10:30 9999-99-99 99:99          159.482 -9999 -99999.   ...  0   3776-99
2006-02-16 08:45 9999-99-99 99:99          193.500 -9999 -99999.   ...  0   4191-99
